id	external_id	external_efo_id
106993701	MESH:D009157	EFO_0004991
106993801	MESH:D009471	EFO_0004256
106993901	OMIM:173900,MESH:D007690	
106994001	MESH:D007738	
106994101	MESH:D014123	EFO_0007517
106994301	MESH:D016055	
106994401	MESH:D003731	EFO_0003819
106994501	MESH:D008831	
106994601	MESH:D006463	MONDO_0001549
106994701	MESH:D034141	
106994801	MESH:D002545	MONDO_0005299
106994901	MESH:D000163	EFO_0000765
106995001	MESH:D020138	
106995101	MESH:D013130	EFO_0007490
106995201	MESH:D013771,OMIM:187500	HP_0001636
106995301	MESH:D009506	EFO_0009675
106995401	MESH:D008310	
106995501	MESH:D007008	MONDO_0003019
106995601	MESH:D003141	EFO_0005741
106995701	MESH:D010014	
106995801	OMIM:188050,MESH:D019851	EFO_0009315,HP_0004936
106995901	MESH:D016893	
106996001	MESH:D016135	EFO_0003105
106996101	MESH:C538250	EFO_0000557
106996201	MESH:D013285,OMIM:185100	
106996301	MESH:D011086	EFO_0005804
106996401	MESH:D017495	
106996501	MESH:D016388	
106996601	MESH:D016472	EFO_0003782
106996701	MESH:D003480	EFO_0003099
106996801	MESH:D015614	
106996901	OMIM:183086	Orphanet_98758
106997001	MESH:D009902	EFO_0007405
106997101	MESH:D007415	MONDO_0004565
106997201	MESH:D000309	EFO_0009491
106997301	MESH:D005242	
106997401	MESH:D014615	
106997601	MESH:D011027	
106997701	MESH:D003231	EFO_0009450
106997801	MESH:D012173	MONDO_0002708
106997901	MESH:D002446,OMIM:212750	EFO_0001060
106998101	MESH:D007634	EFO_0009449
106998201	MESH:D013280	EFO_0009688
106998301	MESH:D013724	MONDO_0002601,MONDO_0019500
106998401	OMIM:275000,MESH:D006111	EFO_0004237,EFO_0009190
106998501	MESH:D008181	EFO_0005761
106998601	MESH:D001228	EFO_0007157
106998701	MESH:D000707	
106998801	MESH:D018290	
106998901	MESH:D064147	
106999001	MESH:D057180,OMIM:600274	Orphanet_282,Orphanet_100069
106999101	MESH:D004760	EFO_1001481
106999201	MESH:D017719	
106999301	MESH:D003668	
106999401	MESH:D056784	
106999601	MESH:D002771	
106999701	MESH:D002764	
106999801	MESH:D009443	MONDO_0002122
106999901	MESH:D016491	EFO_0003875
107000001	MESH:D010490	
107000101	MESH:D006501	
107000301	MESH:D001988	MONDO_0002465
107000401	MESH:D011225,OMIM:189800	EFO_0007297,EFO_0000668
107000501	MESH:D003327,OMIM:300464	
107000601	MESH:D012852	EFO_0007486
107000701	MESH:D019190	
107000801	MESH:D018461	
107000901	MESH:D009205	EFO_0009609
107001001	MESH:D008457	EFO_1002025
107001101	MESH:D010235,OMIM:168000	Orphanet_29072,EFO_1000453
107001201	MESH:C566579,OMIM:602093	Orphanet_1872,Orphanet_1871
107001301	MESH:D061205	
107001401	MESH:D010437	MONDO_0004247
107001501	MESH:D012162	MONDO_0004580
107001601	MESH:D006042	EFO_0004283
107001701	MESH:D059352	
107001801	MESH:D003556	EFO_1000025
107002001	MESH:D001997	Orphanet_70589
107002101	MESH:D001064	EFO_0007149
107002201	MESH:D063425	
107002301	MESH:D006934	MONDO_0001566
107002401	MESH:D012891	EFO_0003877
107002501	MESH:D012208	EFO_0002918
107002601	MESH:D011843	MONDO_0002959
107002701	MESH:D003929	EFO_1000783
107002801	MESH:D002532	EFO_0003870
107002901	MESH:D045823	MONDO_0004567
107003001	MESH:D004211	
107003101	MESH:D001471	EFO_0000280
107003301	MESH:D007889	MONDO_0001572
107003401	MESH:D004485	
107003501	MESH:D017096	EFO_0004720
107003601	MESH:D016736	EFO_0002689
107003701	MESH:D006940	
107003801	MESH:D014402	Orphanet_805
107003901	MESH:D012178	EFO_1001158
107004001	MESH:D054079	
107183201	OMIM:231300,MESH:C565547	Orphanet_98977,Orphanet_98976
107251401	MESH:D015618	MONDO_0006412
107251501	MESH:D015615	
107251601	MESH:D015616	MONDO_0015531
107251701	MESH:D055589	
107251801	MESH:D015620	
107251901	MESH:D012288	EFO_1001128
107252001	MESH:D006322	EFO_1000959
107252101	MESH:D001004	EFO_0009660
107252201	MESH:D044225	
107252301	MESH:D016483	
107252401	MESH:D020863	EFO_0003760
107252501	MESH:D018601	
107252601	MESH:D004057	EFO_0007236
107252701	MESH:D016506,OMIM:169600	Orphanet_2841
107252801	MESH:D049068	
107252901	MESH:D005533	
107253001	OMIM:610551,MESH:D020803	Orphanet_1930
107253101	MESH:D020809	
107253201	MESH:D007829	
107253301	MESH:D020804	
107253501	MESH:D007826	
107253801	MESH:D007868	EFO_1000723
107253901	MESH:D001006	
107254001	MESH:D020819	
107254101	MESH:D007863,OMIM:136120	Orphanet_650,Orphanet_79292
107254201	MESH:D006343	MONDO_0002078
107254301	MESH:D006344	EFO_1000825
107254401	MESH:D020808	
107254501	MESH:D006345	MONDO_0002070
107254601	MESH:D010760	MONDO_0002319
107254701	MESH:D002830	EFO_1000866
107254801	MESH:D008201	MONDO_0018178
107254901	MESH:D010253	EFO_0007465
107255001	MESH:D010245	MONDO_0016122,MONDO_0000995
107255101	MESH:D003390	MONDO_0002633
107255201	MESH:D010244,OMIM:211500	EFO_0003783
107255301	MESH:D001848	
107255401	MESH:D010217	EFO_0007437
107255501	MESH:D010214,OMIM:245000	Orphanet_678
107255601	MESH:D008532	
107255701	MESH:D047748	EFO_1001110
107255801	MESH:D047728	
107255901	MESH:D019305,OMIM:117100	Orphanet_1945
107256001	MESH:D019320	
107256101	MESH:D010201	EFO_1000742
107256201	MESH:D000754	EFO_0003811
107256301	MESH:D000750	EFO_0007388
107256401	MESH:D000747	
107256501	MESH:D000745	MONDO_0003689
107256601	MESH:D003333,OMIM:122460	
107256701	MESH:D020966	
107256801	MESH:D055538	
107256901	MESH:D064726	EFO_0005537
107257001	MESH:D016400	
107257101	MESH:D016403	EFO_0000403
107257201	MESH:D016411	MONDO_0000430
107257301	MESH:D016410	EFO_0002913,MONDO_0015758
107257401	MESH:D000746	EFO_1000641
107257501	MESH:D000744,OMIM:205700	EFO_1001264
107257601	MESH:D000742,OMIM:105600	Orphanet_98870,Orphanet_85
107257701	OMIM:228600,MESH:D057770	Orphanet_2028,MONDO_0009229
107270601	MESH:D017044,OMIM:263200	Orphanet_731
107270701	MESH:D017042	
107270801	MESH:D008105,OMIM:109720	EFO_1001486
107270901	OMIM:300818,MESH:D006457	Orphanet_447
107271001	MESH:D012181	MONDO_0002453
107271101	MESH:D008114	
107271201	MESH:D006481	
107271301	MESH:D006479	
107271401	MESH:D006478	
107271501	MESH:D014400	EFO_0007492
107271601	MESH:D046290	
107271701	MESH:D020083	EFO_1001164
107271801	OMIM:213700,MESH:D019294	Orphanet_909
107271901	MESH:D007516	
107272001	MESH:D012192	EFO_1000613
107272101	MESH:D005491	
107272201	MESH:D014437	EFO_0009117
107272301	MESH:D014438	MONDO_0019362,EFO_0009117
107272401	MESH:D008172	EFO_0007278
107272501	MESH:D008151	Orphanet_844
107272601	MESH:D059545	MONDO_0019112
107272701	MESH:D002239	Orphanet_79161
107272801	MESH:D018173	
107272901	MESH:D058922	EFO_1000984
107273001	MESH:D018178	EFO_0007274
107273101	MESH:D018175	
107273201	MESH:D020513,OMIM:170500	Orphanet_682
107273301	MESH:D007580	MONDO_0002564
107273401	MESH:D004393	EFO_1001109
107273501	MESH:D018184	EFO_0007419
107273601	MESH:D001304	
107273701	MESH:D020528	EFO_0003840
107273801	MESH:D016849	
107273901	MESH:D007029	EFO_1000979
107274001	MESH:D003317	Orphanet_34533
107274101	MESH:D007015	
107274201	MESH:D016871	
107274301	MESH:D018198	EFO_1000356
107274401	MESH:D007566,OMIM:237500	Orphanet_234
107274501	MESH:D016870	
107274601	MESH:D021183	EFO_0007425
107274701	MESH:D021184	EFO_1001066
107274801	MESH:D021182	EFO_1001243
107274901	MESH:D050010	
107275001	MESH:D018190	
107275101	MESH:D007573	EFO_0007333
107275201	MESH:D018199	
107275301	MESH:D018193	MONDO_0021043
107275401	OMIM:234050,MESH:D054463	Orphanet_33364
107275501	MESH:D016866	EFO_1000872
107275601	MESH:D016863	EFO_1001124
107275701	MESH:D016862	
107275801	MESH:D009759	MONDO_0004843
107275901	MESH:D016770	EFO_0007209
107276001	MESH:D054446	
107276101	OMIM:123400,MESH:D007562	EFO_0004226,Orphanet_282166
107276201	OMIM:607785,MESH:D054429	EFO_1000309
107276401	MESH:D016774	
107276601	MESH:D000699	Orphanet_88642,Orphanet_64752
107276701	MESH:D007000	EFO_0007320
107276801	MESH:D054438	MONDO_0020312
107276901	MESH:D009263	
107277001	MESH:D003236	EFO_0008571
107277101	MESH:D003232	EFO_0007131
107277201	MESH:D046349,OMIM:121300	Orphanet_79273
107277301	OMIM:176200,MESH:C538659	Orphanet_79473
107277401	MESH:D054403	EFO_1000102
107277501	MESH:D013786	MONDO_0003081
107277601	MESH:D003234	EFO_1000829
107277701	MESH:D003235	EFO_0007324
107277801	MESH:D012221	
107277901	MESH:D012223	EFO_0007533
107278001	MESH:D014381	EFO_1001442
107278101	MESH:D014382	
107278201	OMIM:177000,MESH:D046351	Orphanet_79278
107278301	MESH:D008644	
107278401	MESH:D029502	MONDO_0001713
107278501	MESH:D012222	EFO_0007159
107278601	MESH:D014394	EFO_0007487
107278701	MESH:D008664	MONDO_0004689
107278801	MESH:D017094	Orphanet_95157
107278901	MESH:D014392	EFO_1001070
107279001	MESH:D008661	Orphanet_68367
107279101	OMIM:308230,MESH:D053307	Orphanet_101088,Orphanet_183663
107279201	MESH:D014390	EFO_1000039
107279301	OMIM:308230,MESH:D053307	Orphanet_101088,Orphanet_183663
107279401	MESH:D053359,OMIM:129490	Orphanet_1810,Orphanet_238468
107279501	MESH:D014387	EFO_0007337
107279601	MESH:D014385	EFO_0007280
107279701	MESH:D014384	EFO_1000935
107279801	OMIM:613554,MESH:D056728	Orphanet_166081,Orphanet_166087,Orphanet_166084,Orphanet_903,Orphanet_166093,Orphanet_166090
107279901	MESH:D017099	
107280001	OMIM:129500,MESH:D004476	Orphanet_189,Orphanet_79373
107280101	MESH:D014386	EFO_0007302
107280201	OMIM:223900,MESH:D004402	Orphanet_1764
107280301	MESH:D017880	
107280401	MESH:D004405	EFO_0005585
107280501	MESH:D004404	MONDO_0024275
107280601	OMIM:224900,MESH:D053360	Orphanet_248,Orphanet_238468
107280701	MESH:D014395	EFO_0007529
107280801	MESH:D014389	EFO_1001030
107280901	MESH:D002178	Orphanet_1334
107281001	MESH:D020421	
107281101	MESH:D018284	
107281201	MESH:D020433	EFO_0009569
107281301	MESH:D020432	EFO_1001220
107281401	MESH:D014126	EFO_0007399
107281501	MESH:D000386	EFO_0007137
107281601	MESH:D008101	
107281701	MESH:D014972	EFO_1000311
107281801	MESH:D058565	
107281901	MESH:D018273	EFO_0007416
107282001	MESH:D018270	EFO_0006318
107282101	MESH:D018275	
107282201	MESH:D018279	EFO_0000698
107282301	MESH:D018280	EFO_1001183
107282401	MESH:D014924	EFO_0007547,EFO_0007135
107282501	MESH:D018283	EFO_0000639
107282601	MESH:D058533	Orphanet_325546
107282701	MESH:D018299	
107282801	MESH:D018297	EFO_1000889
107282901	MESH:D018294	
107283001	MESH:D018292	MONDO_0021091
107283101	MESH:D018293	
107283201	MESH:D052919,OMIM:601539	Orphanet_772,Orphanet_44
107283301	MESH:D018267	EFO_0000216
107283401	MESH:D020739	
107283501	MESH:D020721	
107283601	MESH:D004915	EFO_0000218
107283701	MESH:D001935	
107283801	MESH:D001117	EFO_0007150
107283901	OMIM:234100,MESH:D006210	Orphanet_2108
107284001	MESH:D007759	EFO_0009672
107284101	MESH:D001928	
107284201	MESH:D019350	EFO_0007158
107284301	MESH:D019351	EFO_0007383
107284401	MESH:D006255	EFO_0003956
107284501	MESH:D043963	
107284601	MESH:D024741	Orphanet_99739,MONDO_0024573,Orphanet_746
107284701	MESH:D001907	
107284801	MESH:D020720	
107284901	MESH:D017250	EFO_0007189
107285001	MESH:D000026	EFO_1000954
107285101	MESH:D018783	EFO_1001234
107285201	MESH:D014604	
107285301	MESH:D014607	Orphanet_3437
107285401	MESH:D018702	EFO_0007273
107285501	MESH:D018701	EFO_0007376
107285601	MESH:D020758	
107285701	MESH:D020762	EFO_1001118
107285801	MESH:D006223,OMIM:153480	Orphanet_109,Orphanet_201
107285901	MESH:D001925	
107286001	MESH:D000033	
107286101	MESH:D020787	
107286201	MESH:D052476	
107286301	OMIM:116860,MESH:D020786	Orphanet_221061
107286401	MESH:D020785	
107286501	MESH:D020790,OMIM:125700	Orphanet_30925
107286601	MESH:D010144	
107286701	MESH:D044904	
107286801	MESH:D044905	Orphanet_118
107286901	MESH:D002780	MONDO_0019072
107287001	MESH:D010157	EFO_0003849
107287101	MESH:D013586	EFO_1001106
107287201	MESH:D013591	EFO_1000887
107287301	MESH:D056005	
107287401	OMIM:172700,MESH:D020774	EFO_0003096,Orphanet_282
107287501	MESH:D025861	Orphanet_183654
107287601	OMIM:269700,MESH:D052497	Orphanet_528
107287701	OMIM:151660,MESH:D052496	Orphanet_2348,Orphanet_98306
107287801	MESH:D009976	EFO_0007411
107287901	MESH:D013543	EFO_1000772
107288001	MESH:D013547	EFO_1000940
107288101	MESH:D007642	EFO_1000720
107288201	MESH:D011250	
107288301	MESH:D011251	
107288401	MESH:D008441	EFO_0007360
107288501	MESH:D028227	
107288601	MESH:D009066	
107288701	MESH:D008325	
107288801	MESH:D008444	EFO_1001035
107288901	MESH:D009062	
107289001	MESH:D011213	EFO_0007370
107289101	MESH:D011227	
107289201	MESH:D013589	
107289301	MESH:D013592	EFO_0007340
107289401	OMIM:105150,MESH:D028243	Orphanet_85458,Orphanet_100008,Orphanet_100006
107289501	MESH:D008311	
107289601	MESH:D001036	
107289701	MESH:D008313	Orphanet_2964
107289801	MESH:D008048	EFO_1001019
107289901	MESH:D014339	
107290001	OMIM:247100,MESH:D008065	Orphanet_530
107290101	MESH:D008069	
107290201	MESH:D015819	
107290301	MESH:D007635	
107290401	MESH:D008052	
107290501	MESH:D019969	
107290601	MESH:D007645,OMIM:248300	Orphanet_87503
107290701	MESH:D015821	
107290801	MESH:D015818	
107290901	MESH:D015811	
107291001	MESH:D002759	EFO_1000123
107291101	MESH:D010850	EFO_0007438
107291201	MESH:D015829	EFO_1001203
107291301	MESH:D051677	EFO_1001972
107291401	MESH:D005322	
107291501	MESH:D015882	EFO_1000795
107291601	MESH:D007683	EFO_1000794
107291701	MESH:D011704	EFO_1001141
107291801	MESH:D016706	EFO_0007135
107291901	MESH:D005331	
107292001	OMIM:300257,MESH:D052120	Orphanet_34587,EFO_1001333
107292101	MESH:D031954	EFO_1001064
107292201	MESH:D005351	
107292301	MESH:D023961	Orphanet_243
107292401	MESH:D054391	MONDO_0019472
107292501	MESH:D020642	EFO_0004144
107292601	MESH:D004239	MONDO_0001674
107292701	MESH:D012088	EFO_0007464
107292801	MESH:D005359,OMIM:174800	Orphanet_93276,Orphanet_562
107292901	MESH:D005358	Orphanet_93277
107293001	MESH:D021821	
107293101	MESH:D003109	
107293201	MESH:C536282	EFO_0001361
107293301	MESH:D023981	EFO_1001052
107293401	MESH:D018902	Orphanet_177
107293601	MESH:D003123	Orphanet_144
107293801	MESH:D010035	EFO_0007503
107293901	MESH:D003137	MONDO_0002886
107294001	MESH:D003138	EFO_1000876
107294101	MESH:D000507	EFO_1000701
107294201	MESH:D054363	EFO_1000835
107294301	OMIM:272750,MESH:D049290	Orphanet_309246
107294401	MESH:D016726	EFO_1001135
107294501	MESH:D015840	MONDO_0003546
107294601	MESH:D012128	EFO_1000637
107294701	MESH:D009165,OMIM:209950	MONDO_0008856,Orphanet_319569,Orphanet_99898
107294801	MESH:D045827	
107294901	MESH:D039941	EFO_1000873
107295001	MESH:D045824	EFO_1000875
107295101	MESH:D045828	EFO_1001072
107295201	MESH:D045825	EFO_1001126
107295301	MESH:D045826	
107295401	MESH:D009180	
107295501	MESH:D002044	EFO_0007188
107295601	MESH:D010004,OMIM:119900	Orphanet_217059,Orphanet_248095
107295701	MESH:D010015	
107295801	MESH:D010005	EFO_1001174
107295901	MESH:D001177	EFO_1001378
107296001	MESH:D000592	MONDO_0004736
107296101	MESH:D056806	MONDO_0004739
107347101	MESH:D014036	EFO_0007513
107347201	MESH:D020331	Orphanet_570
107347301	MESH:D018211	EFO_1001041
107347401	MESH:D005185	
107347501	MESH:D018203	EFO_1000919
107347601	MESH:D005156	EFO_0009380
107347701	MESH:D005142	EFO_1000934
107347801	MESH:D018245	EFO_1001111
107347901	MESH:D017696	Orphanet_607
107348001	MESH:D004618	
107348101	MESH:D012811	EFO_1001181
107348401	MESH:D011629	MONDO_0000088
107348501	MESH:D014062	
107348601	MESH:D055010	EFO_0007165
107348701	MESH:D051271	
107348801	OMIM:253250,MESH:D050336	Orphanet_2576
107348901	MESH:D018308	MONDO_0002537
107349001	MESH:D020364	EFO_1001085
107349101	MESH:D018323	MONDO_0015523
107349201	MESH:D018300	MONDO_0002060
107349301	MESH:D002313	EFO_0002630
107349401	MESH:D018329	EFO_1000841
107349501	MESH:D003750	
107349601	MESH:D063192	
107349701	MESH:D004675	EFO_1001309
107349801	MESH:D006968	
107349901	MESH:D015441	EFO_0001056
107350001	MESH:D006100	EFO_0007291
107350101	OMIM:179800,MESH:D000141	MONDO_0001909,Orphanet_18,Orphanet_93608
107350201	MESH:D012514,OMIM:148000	EFO_0000558,EFO_0000187,MONDO_0007845
107350301	MESH:D007102	
107350401	MESH:D003784	
107350501	MESH:D011020	EFO_0007448
107350601	MESH:D005878,OMIM:143500	EFO_0005556
107350701	MESH:D053653	EFO_1001835
107350801	MESH:D006975	EFO_0000666
107350901	MESH:D006175	EFO_1001335
107351001	MESH:D016262	EFO_0007454
107351101	MESH:D010391	EFO_0007187
107351201	MESH:D007676	EFO_0003884
107351301	MESH:D002575	MONDO_0002345
107351401	MESH:D020922	
107351501	MESH:D001748	EFO_1000840
107351601	MESH:D002485	
107351701	MESH:D034721	MONDO_0016586
107351801	MESH:D012625	EFO_1000763
107351901	MESH:D013354	EFO_1001196
107352001	MESH:D007952	EFO_0006475
107352101	MESH:D007960	MONDO_0004805
107352201	OMIM:182000,MESH:D017492	EFO_0005584
107352301	MESH:D053716	
107352401	MESH:D013364	MONDO_0001597
107352501	MESH:D002581	EFO_0007202
107352601	OMIM:603956,MESH:D002583	EFO_0001416,EFO_0001061,MONDO_0002974
107352701	MESH:D007945	EFO_0004289
107352801	OMIM:176000,MESH:D017118	Orphanet_79276
107352901	MESH:D059228	EFO_1001838
107353001	MESH:D008594	EFO_0009005
107353101	MESH:D017490,OMIM:242300	Orphanet_313,Orphanet_281122,Orphanet_100976
107353201	MESH:D020953	EFO_0007393
107353301	MESH:D007941	
107353401	MESH:D007942	
107353501	MESH:D013365	EFO_1001853
107353701	MESH:D002578	EFO_1000910
107353801	MESH:D020923	
107353901	MESH:D002546	EFO_0003764
107354001	MESH:D007177	EFO_1000982
107354101	MESH:D017454	MONDO_0006596
107354201	MESH:D007967	EFO_1001075
107354301	MESH:D049914	EFO_0008499
107354401	MESH:D001023	EFO_1000815
107354501	MESH:D020821	MONDO_0003441
107354601	MESH:D020941	EFO_1001059
107354701	OMIM:603903,MESH:D000755	Orphanet_232,EFO_0000697
107354801	MESH:D013436	EFO_1001200
107354901	MESH:D007897	EFO_0007379
107355001	MESH:D001015	
107355101	MESH:D019349	EFO_0007474
107355201	MESH:D007706,OMIM:309400	Orphanet_565
107355301	MESH:D008585	EFO_1001040
107355401	MESH:D008579	Orphanet_2495
107355501	MESH:D020765	EFO_1000990
107355601	MESH:D020766	EFO_1000991
107355701	MESH:D006229	EFO_1000706
107355801	MESH:D000030	
107355901	MESH:D001984	MONDO_0002807
107356001	MESH:D008303	
107356101	MESH:D016585	EFO_0003932
107356201	MESH:D016545	
107356301	MESH:D015012	EFO_1001246
107356401	MESH:D001229	EFO_0007140
107356501	MESH:D011297	
107356601	MESH:D057165	MONDO_0021179
107356701	OMIM:207750,MESH:D008072	Orphanet_411,Orphanet_309020
107356801	MESH:D019115	
107356901	MESH:D015867	EFO_1000986
107357001	MESH:D018827	
107357101	MESH:D015838	EFO_1000557
107357201	MESH:D016724	
107357301	MESH:D052177	EFO_0008615
107357401	OMIM:187300,MESH:D013683	Orphanet_774
107357501	MESH:D011512	EFO_1001130
107357601	MESH:D003121	EFO_0007213
107357701	OMIM:610618,MESH:D056828	Orphanet_91378,Orphanet_100054
107357801	MESH:D018917	EFO_1000809
107357901	MESH:D019247	EFO_0007312
107358001	MESH:D008173	
107358101	MESH:D018176	EFO_0007514
107358201	MESH:D007594	
107358301	MESH:D007579	
107358401	MESH:D016779	EFO_0006857
107358501	MESH:D043604	
107358601	MESH:D008649	
107358701	MESH:D014393	EFO_0007407
107358801	MESH:D017091	MONDO_0000701
107358901	MESH:D013706	
107359001	MESH:D009303	EFO_0004252
107359101	MESH:D046730	EFO_1001294
107359201	MESH:D006833	MONDO_0003366
107359301	MESH:D012791	
107359401	MESH:D015210	
107359501	MESH:D016098,OMIM:137440	Orphanet_356
107359701	MESH:D017563	EFO_0004244
107359801	OMIM:268220,MESH:D018232	EFO_0000248
107359901	MESH:D005847	EFO_0007284
107360001	MESH:D023521	EFO_1000863
107360101	MESH:D010494	EFO_1000878
107360201	MESH:D020244	EFO_1001045
107360401	MESH:D019512	EFO_1002013
107360501	MESH:D001607	EFO_0007168
107360601	MESH:D004697	EFO_1000830
107360701	MESH:D012592	EFO_1000762
107360801	MESH:D021441	EFO_0002517
107360901	MESH:D016918	EFO_0007460
107361001	MESH:D001650	EFO_0005221
107361101	MESH:D018307	MONDO_0002532
107361201	MESH:D013120	
107361301	MESH:D002310	EFO_1000801
107361401	MESH:D006392	EFO_1000151
107361501	MESH:D054515	
107361601	OMIM:228000,MESH:D055577	Orphanet_333
107361701	MESH:D014515	MONDO_0001926
107361801	MESH:D006392	EFO_1000151
107361901	MESH:D054092	
107362001	MESH:D002539	EFO_1000859
107362101	MESH:D002537	
107362201	OMIM:161950,MESH:D005922	EFO_0004194
107362301	MESH:D054069,OMIM:231680	Orphanet_26791
107362401	MESH:D010381,OMIM:169400	EFO_1001093
107362501	MESH:D004828	EFO_0004263
107362601	MESH:D004829	EFO_0005917
107362701	MESH:D006044	EFO_1001062
107362801	MESH:D006043	EFO_1000916
107362901	MESH:D012628	EFO_1000764
107363001	MESH:D000231	MONDO_0002512
107363101	MESH:D006566	EFO_0007309
107363201	MESH:D018088	EFO_0007381
107363301	MESH:D009100	Orphanet_148
107363401	MESH:D056829	
107363501	MESH:D020767	MONDO_0002907
107363601	MESH:D013544	EFO_1001204
107363701	MESH:D001986	
107363801	MESH:D009050	EFO_1000892
107363901	MESH:D014647	
107364001	MESH:D004942	EFO_1001095
107364101	MESH:D016603	EFO_1001316
107364201	MESH:D015787	
107364301	MESH:D000743	
107364401	MESH:D015594	
107364501	MESH:D008586	EFO_1001114
107364601	MESH:D010255	
107364701	MESH:D000310	MONDO_0002817
107364801	MESH:D015270	EFO_0007386
107364901	MESH:D017544	EFO_0004214
107365001	OMIM:613806,MESH:D015209	
107365101	MESH:D046729	EFO_1001293
107365201	MESH:D009302	MONDO_0004821
107365301	MESH:D018298	MONDO_0003036
107365401	MESH:D046728	EFO_1001295
107365501	MESH:D016780	EFO_0007445
107365601	MESH:D020511	Orphanet_98495
107365701	MESH:D018286	EFO_1000332
107365801	MESH:D019217	
107365901	MESH:D006450	
107366001	MESH:D028922,OMIM:253270	Orphanet_79242
107366101	MESH:D020516	EFO_1000844
107366201	MESH:D018174	EFO_0007152
107366301	MESH:D013590	EFO_0007219
107366401	MESH:D000874	EFO_1000813
107366501	MESH:D014625	MONDO_0001402
107366601	MESH:D020751	MONDO_0021699
107366701	MESH:D059270	
107366801	MESH:D011269	
107366901	MESH:D010874	
107367001	MESH:D011254	
107367101	MESH:D003354	
107367201	MESH:D000785	
107367301	MESH:D003420	
107367401	MESH:D004030	
107367501	MESH:D010236	
107367601	OMIM:234500,MESH:D006250	Orphanet_2116
107367701	MESH:D000751	MONDO_0001240
107367801	MESH:D002820	
107367901	MESH:C536910	EFO_1000595
107368001	MESH:C536281	
107368101	MESH:D007676	EFO_0003884
107368201	MESH:D005330	EFO_1001221
107368301	MESH:D017034	MONDO_0002612
107368401	MESH:D001169	
107368501	MESH:D010017	
107368601	MESH:D053207	
107368701	OMIM:606179,MESH:D017824	
107368801	MESH:D019970	
107368901	MESH:D015812	MONDO_0001744
107369001	MESH:D012078	EFO_1001150
107369101	MESH:D018856	EFO_0008507
107369201	MESH:D008047	MONDO_0004748
107369301	MESH:D007617	
107369401	MESH:D001238	EFO_1000824
107369501	MESH:D014388	EFO_0007350
107369601	MESH:D017088	
107369701	MESH:D014399	
107369801	MESH:D004416	
107369901	MESH:D014134	EFO_1001437
107370001	MESH:D000387	
107370101	MESH:D018291	EFO_1001048
107370201	MESH:D018289	EFO_0007535
107370301	MESH:D002205	EFO_0007192
107370401	MESH:D007024	
107370501	MESH:D018191	EFO_1000888
107370601	MESH:D021181	EFO_0007248
107370701	MESH:D049188	
107370801	MESH:D054437	MONDO_0020077
107370901	OMIM:610064,MESH:D009293	EFO_0005611
107371001	OMIM:277480,MESH:D056729	Orphanet_903,Orphanet_166096
107371101	MESH:D010534	EFO_1001100
107371201	MESH:D055035	EFO_0008576
107371301	MESH:D045745	EFO_1001017
107371401	OMIM:146800,MESH:D053560	Orphanet_455
107371501	MESH:D020391	Orphanet_269
107371601	MESH:D020388,OMIM:300376	Orphanet_98895,EFO_0000103,Orphanet_98896
107371701	MESH:D016111,OMIM:270200	Orphanet_816
107371801	MESH:D018382	MONDO_0001328
107371901	MESH:D017545	EFO_0004282
107372001	MESH:D016066	
107372101	MESH:D018250	EFO_1000912
107372201	MESH:D018227	EFO_0008498
107372301	MESH:D018220	
107372401	MESH:D008949	
107372501	MESH:D015173	MONDO_0002071
107372601	MESH:D020315	
107372701	MESH:D008546	
107372801	MESH:D001885	MONDO_0037872
107372901	MESH:D008363,OMIM:248500	Orphanet_61
107373001	MESH:D014606	
107373101	MESH:D007951	MONDO_0004643
107373201	MESH:D020955	MONDO_0003122
107373301	MESH:D007898,OMIM:608207	EFO_0005045
107373401	MESH:D000784	
107373501	MESH:D010009,OMIM:239100	Orphanet_3416,EFO_0005571
107373601	MESH:D009080	EFO_0004246
107373701	MESH:D049288	Orphanet_263
107373801	MESH:D021865	EFO_0007232
107374001	MESH:D000008	
107374101	OMIM:230500,MESH:D016537	Orphanet_79255,Orphanet_354
107374201	MESH:D000868	EFO_1000808
107374301	MESH:D058365	
107374401	MESH:D016108,OMIM:226600	EFO_1000692,Orphanet_79408,Orphanet_79409,MONDO_0009179
107374501	MESH:D020254	Orphanet_1077
107374601	MESH:D015433	EFO_0004254
107374701	MESH:D013991	
107374801	MESH:D013958	EFO_1001212
107374901	MESH:D006616	
107375001	MESH:D014072	
107375201	MESH:D020182	MONDO_0004731
107375401	MESH:D010386	
107375501	MESH:D058456,OMIM:300216	Orphanet_190
107375601	MESH:D000235	EFO_1000625
107375701	MESH:D000274	EFO_1000667
107375801	MESH:D000270	EFO_0004126
107375901	MESH:D018497	
107376001	MESH:D004833	EFO_0000773
107376101	MESH:D010409	MONDO_0002036
107376201	MESH:D003719	
107376301	MESH:D009450	EFO_1000740
107376401	MESH:D005235	
107376501	OMIM:157300,MESH:D008881	EFO_0003821
107376601	MESH:D018370	Orphanet_2968
107376701	MESH:D005588	EFO_1000703
107376801	MESH:D029424,OMIM:606963	EFO_0000341
107376901	MESH:D049950	MONDO_0010837
107377001	MESH:D015663	EFO_0003854
107377101	MESH:D006362	EFO_1001341
107377201	MESH:D020814	EFO_1000929
107377301	OMIM:200990,MESH:D055673	Orphanet_36
107377401	OMIM:208400,MESH:D054880	Orphanet_93
