id	external_id	external_efo_id
257652501	MESH:C536946	Orphanet_3289
257656801	MESH:D018458	
257657401	MESH:D017169	
257661601	MESH:D003072	
257661701	MESH:D018746	
257672301	MESH:D012298	
257673401	MESH:D013971	EFO_0009190
257677501	MESH:D004213	MONDO_0001160
257678901	MESH:D016097	MONDO_0025484
257682201	MESH:C535878	
257685501	MESH:D006313	
257687301	MESH:D045602	
257689701	MESH:C536237	Orphanet_2768
257690701	MESH:C537258	EFO_1000256
257694201	MESH:D003095	
257696001	MESH:D001658	
257707301	MESH:D006212	
257716801	MESH:D013122	MONDO_0000812
257719001	MESH:C536835,OMIM:266130	Orphanet_32,Orphanet_289846
257719501	MESH:D018376	
257721001	MESH:D002769	EFO_0004799
257721101	MESH:D006374	MONDO_0025082
257722801	MESH:D013313	EFO_0001358
257724701	MESH:D009360	
257729201	MESH:D006984	
257729301	MESH:D007973	
257730501	MESH:D004240	
257734301	MESH:D001251	
257735301	MESH:D017206	EFO_0007500
257737701	MESH:D010468	MONDO_0024417
257738501	MESH:D003790	
257741501	MESH:D011900	
257744501	MESH:D019462	
257748801	MESH:D057891	Orphanet_3305
257750701	MESH:D002559	
257752101	MESH:D020431	MONDO_0002727
257752201	MESH:D020018	
257753001	MESH:D000377	EFO_0007136
257755101	MESH:D011007	
257761901	MESH:D005368	MONDO_0016075
257765401	MESH:C536775	
257770901	MESH:D008992	MONDO_0025102
257771301	OMIM:219500,MESH:C535408	Orphanet_212
257775201	MESH:D017189	EFO_0007253
257775601	MESH:C535645	
257781301	MESH:D009814	EFO_0007400
257790001	MESH:D011625	EFO_0000678
257790701	MESH:D006940	
257799801	MESH:D005334	
257804101	MESH:D014354	
257804701	MESH:D020434	
257807601	MESH:D008569	
257809001	MESH:D014860	EFO_0009662
257818601	MESH:D001750	
257828801	OMIM:203200,MESH:C537730	Orphanet_79432
257833201	MESH:D007569	
257835101	MESH:D000210	
257841801	MESH:D018877	EFO_0007484
257845601	MESH:C563024	
257847401	MESH:D017109	EFO_1000903
257853901	OMIM:260800,MESH:C536652	Orphanet_2843
257858201	MESH:C562651	
257862601	MESH:D008607	
257866701	MESH:D014946	
257871101	MESH:C538250	EFO_0000557
257871301	MESH:C535814	
257871701	MESH:D006725	EFO_0007145
257871901	MESH:D056487	
257876501	MESH:D010264	EFO_0009679
257881201	MESH:D011123	Orphanet_96321
257882901	MESH:D008417	
257890701	MESH:D007235	
257892201	MESH:D017887	
257900701	MESH:D020964	
257901201	MESH:D012465	
257901701	MESH:D010310	
257905201	MESH:D001926	
257912201	MESH:D013651	
257917601	MESH:D012563	
257918801	MESH:C537866	
257925101	OMIM:193007,MESH:C535431	
257936301	MESH:D009102	
257938101	MESH:D006465	
257942301	MESH:D013927	MONDO_0000831
257942801	MESH:C538008,OMIM:160900	Orphanet_273,Orphanet_206647
257943701	MESH:D007088	
257947001	MESH:D010378	
257959701	MESH:D043171	
257963101	MESH:D019966	MONDO_0002494
257967001	MESH:D006331	EFO_0003777
257972001	OMIM:236750,MESH:D015160	Orphanet_163596,MONDO_0015193
257974001	OMIM:112310,MESH:C536573	Orphanet_1263
257983001	MESH:D014550	
257983801	MESH:D007499	MONDO_0002289
257986201	MESH:D007154	EFO_0000540
257991501	MESH:C563255	
257994301	MESH:C536380	
257995101	MESH:D009370	
257998801	MESH:D005911	
258010001	MESH:D020215	
258020201	MESH:D009207	
258023701	OMIM:181600,MESH:C537526	Orphanet_384
258026401	MESH:D004454	
258027201	MESH:D012876	MONDO_0024610
258029001	MESH:D007402	
258030801	MESH:C537565	MONDO_0000359,Orphanet_2311
258031701	MESH:D009332	EFO_0007390
258033701	MESH:D009133	
258035301	MESH:D001882	EFO_0007177
258044001	MESH:D010842	
258044401	MESH:D002312	EFO_0000538
258045001	MESH:C562829,OMIM:309300	MONDO_0009576,Orphanet_91489
258052001	MESH:D011782	EFO_0009684
258054401	OMIM:204870,MESH:C535480	Orphanet_98957
258058001	MESH:D008599	
258064101	MESH:D002558	
258081701	MESH:D012562	
258085001	MESH:D007647	EFO_1001002
258088401	MESH:D020818	EFO_0007394
258090801	MESH:D011391	
258092601	MESH:D009668	MONDO_0002436
258095701	MESH:D014685	
258097801	MESH:D016156	
258098001	MESH:D014693	EFO_0004287
258107901	MESH:D006429	EFO_0009453
258111601	MESH:D006963	
258117601	MESH:D006934	MONDO_0001566
258124001	MESH:D020300	EFO_0000551
258125001	MESH:D000708	
258127601	MESH:D012481	
258129401	MESH:D010291	
258131901	OMIM:217090,MESH:C566897	Orphanet_722,Orphanet_97231
258132601	MESH:D012804	MONDO_0001823
258134401	MESH:D000382	
258136301	MESH:D051261	
258137201	MESH:D010698	EFO_1001908
258140401	MESH:C535803,OMIM:271980	Orphanet_22
258142901	MESH:D003527	
258144001	MESH:D010554	
258146301	MESH:D012678	
258149301	MESH:D014884	EFO_0007544
258151001	MESH:D014456	MONDO_0043839
258156501	MESH:C537876	
258158601	MESH:D006473	
258159001	MESH:D051799	
258160401	MESH:C536348	
258171601	MESH:D007174	
258172001	MESH:D005586	
258173801	MESH:D002908	
258174001	MESH:D001321,OMIM:209850	EFO_0003756,EFO_0003758
258180601	MESH:D011305	MONDO_0001330
258182501	MESH:D010493	EFO_0007427
258185201	MESH:D003317	Orphanet_34533
258185401	MESH:D006483	EFO_1001091
258187401	MESH:D012719	EFO_0007482
258188001	MESH:C562606	Orphanet_87876
258189401	MESH:D003251	
258191501	MESH:D020217	
258192501	MESH:D063646	
258196701	OMIM:300751,MESH:C536761	Orphanet_75563
258201501	MESH:D011696	MONDO_0043768
258203001	MESH:D013896	MONDO_0000651
258207501	MESH:D011681	
258209501	MESH:C536939	Orphanet_1410
258211301	MESH:C536549	Orphanet_3352
258211801	MESH:C549759	
258229101	MESH:D012448	
258234701	MESH:C537412	Orphanet_498
258240501	MESH:D018437	EFO_1001279
258245201	MESH:D009358	
258246401	MESH:D009463	
258247501	MESH:C535318	Orphanet_3375
258249001	MESH:D013985	EFO_0007509
258250201	MESH:D008205	EFO_0007351
258252901	MESH:D006551	
258256701	MESH:D015511	
258259601	OMIM:118700,MESH:D002819	Orphanet_1429,Orphanet_1431,EFO_0004152
258261101	MESH:D014603	MONDO_0002661
258269101	MESH:D004700	EFO_0001379
258271901	MESH:D053821	
258275801	MESH:D004216	
258278701	MESH:C531609	
258279601	MESH:D009386	Orphanet_140162
258285601	MESH:D001849	
258288701	MESH:C538458	
258291401	MESH:D019962	
258292001	MESH:C535782	Orphanet_1855
258292701	OMIM:209300,MESH:C538259	Orphanet_1195
258297501	MESH:D013530	
258299601	MESH:D001906	EFO_0005542
258311401	MESH:D018798	
258313301	MESH:D020178	
258318701	MESH:D015835	
258320901	MESH:D015835	
258324401	MESH:D009759	MONDO_0004843
258328201	MESH:D001037	
258334201	MESH:D014564	
258337601	MESH:C562973	Orphanet_1782
258342901	MESH:C537390	
258355701	MESH:D003221	
258361101	MESH:D013203	EFO_1001849
258364801	MESH:D012772	
258369501	MESH:C537521,OMIM:254090	Orphanet_75840
258373801	MESH:D005155	EFO_1002051
258380801	MESH:D000647	
258385901	MESH:D015673	EFO_0004540
258396201	MESH:C538228	Orphanet_976
258399701	MESH:D008413	EFO_1001034
258406601	MESH:D011648	
258411001	MESH:D016609	
258412601	MESH:D006408	
258415301	MESH:C535998	
258416501	MESH:D012678	
258417701	MESH:D012030	MONDO_0004892
258418101	MESH:D009385	
258418301	MESH:D008588	MONDO_0001147
258421501	MESH:D007964	
258421901	MESH:C536423	Orphanet_3455
258423701	MESH:D015817	MONDO_0043885
258424501	MESH:C535937	
258424901	MESH:C535916,OMIM:250250	Orphanet_175
258425601	MESH:C535700	
258430301	MESH:D019952	
258440901	MESH:C538132,OMIM:149730	Orphanet_2363
258443901	MESH:D017760	
258447701	MESH:D016583	
258449101	MESH:C535817	
258449401	MESH:D015827	EFO_0007398
258451201	MESH:D001714	EFO_0000289
258458801	MESH:D009783	EFO_1000744
258461001	MESH:D020324	
258461301	MESH:D006222	EFO_1000634
258463401	MESH:D001847	EFO_0004260
258464601	OMIM:131960,MESH:C535959	Orphanet_79397
258466301	MESH:D011024	EFO_0007541
258467601	MESH:D017443	
258468401	MESH:D001041	
258476901	MESH:D018458	
258478301	OMIM:166700,MESH:C537415	Orphanet_166119,Orphanet_1306
258483701	MESH:C537347	
258485901	MESH:D005134	MONDO_0002236
258492401	MESH:D009449	
258495301	MESH:C537961	MONDO_0022057
258499001	MESH:D020179	
258502501	MESH:D020255	EFO_1001238
258503301	MESH:D019957	
258504001	MESH:D003147	MONDO_0002182
258504901	MESH:D012770	
258505401	MESH:D006316	
258521801	MESH:D009408	EFO_0009487
258525501	MESH:D002869	Orphanet_68335
258530201	MESH:D014313	
258531201	MESH:D003865,OMIM:608516	EFO_0003761,MONDO_0002009
258532101	MESH:D012875	
258537101	MESH:D005320	
258537401	MESH:D046089	MONDO_0044001
258538501	OMIM:229800,MESH:C538068	Orphanet_2056
258542601	MESH:D007040	
258548801	MESH:D006453	MONDO_0019050
258550401	MESH:D011252	
258554501	MESH:C535718	Orphanet_235
258560601	MESH:C537849,OMIM:310600	Orphanet_649
258562601	MESH:D010855,OMIM:261800	Orphanet_718
258565501	MESH:C535645	
258565601	MESH:D006130	MONDO_0015514
258569601	MESH:D017206	EFO_0007500
258570501	MESH:D012552	EFO_1001475
258579001	MESH:D000782	
258584901	MESH:C537669	Orphanet_1239
258586701	MESH:C562503	
258587201	MESH:D008206	EFO_0007352
258590501	MESH:D017169	
258604001	OMIM:309801,MESH:C537466	Orphanet_2556
258604201	MESH:C535952	
258607401	MESH:D054068	
258607701	MESH:D002659	MONDO_0000594
258610801	MESH:D012772	
258617401	OMIM:265000,MESH:C537377	Orphanet_294060,Orphanet_2990
258620901	MESH:D018886	
258622701	MESH:D006610	
258625101	MESH:D001990	
258625301	MESH:D009155	
258629301	OMIM:225750,MESH:C535607	Orphanet_51
258630901	MESH:D005862	EFO_0007285
258631701	MESH:C537131	
258637201	MESH:D008107	EFO_0001421
258640201	MESH:C531621	
258641601	MESH:D006967	EFO_0003785
258644601	MESH:D005317	EFO_0000495
258654001	MESH:D036981	
258656301	MESH:D000860	
258664501	MESH:D009381	
258666401	OMIM:123100,MESH:D003398	Orphanet_1531,Orphanet_35099,Orphanet_63440,Orphanet_35093
258673101	MESH:D009437	EFO_0009430
258675101	MESH:D011528	MONDO_0002428
258680001	MESH:D006391	EFO_1000635
258681801	MESH:D014060	MONDO_0001165
258682501	MESH:D008171	EFO_0003818
258685001	MESH:D019462	
258699001	MESH:D000377	EFO_0007136
258699601	MESH:D007806	MONDO_0004750
258702001	MESH:D011009	Orphanet_182098
258705201	MESH:D001010	EFO_1001916
258705401	OMIM:226400,MESH:D004819	Orphanet_302
258707601	MESH:D006396	
258708101	MESH:D005368	MONDO_0016075
258709501	OMIM:118700,MESH:D002819	Orphanet_1429,Orphanet_1431,EFO_0004152
258717701	MESH:D003607	
258722301	MESH:D020018	
258723301	MESH:D012227	EFO_0007471
258731101	MESH:D001037	
258731801	MESH:D008414	
258738701	MESH:D006431	
258741701	MESH:D012224	
258742201	MESH:D009839	
258747001	MESH:D007971	MONDO_0043243
258751701	OMIM:301845,MESH:C537663	Orphanet_113
258759701	MESH:D009336	
258765001	MESH:D001281	
258766501	MESH:D006849,OMIM:236600	Orphanet_2185
258773901	MESH:C535952	
258774801	MESH:C537182,OMIM:603829	Orphanet_228140
258778501	MESH:D001764	
258780401	MESH:D013613	Orphanet_3283
258782401	MESH:D020324	
258786701	MESH:D006073	EFO_0004274
258794101	MESH:D005734	EFO_0008574
258794701	MESH:D016773	EFO_0005046
258802001	MESH:C536005	
258802701	MESH:D009137	
258803301	MESH:D014855	
258804201	MESH:D007662	
258804701	MESH:D013345	EFO_0000713
258806701	MESH:C538041	Orphanet_1708
258806801	MESH:D003638	
258816201	MESH:D012295	
258817901	MESH:D011596	
258821101	MESH:D001750	
258822701	MESH:C535326,OMIM:142900	Orphanet_392
258825701	OMIM:231550,MESH:C536008	EFO_1001997,Orphanet_869
258826301	MESH:D010438	
258828901	MESH:C537358	
258841501	MESH:D000334	
258851701	MESH:D003643	
258852101	MESH:D000381	
258856001	MESH:D007571	
258856501	MESH:D006951	
258866201	MESH:D009371	
258876401	MESH:D016170	
258877001	MESH:D001072	MONDO_0000665
258880601	MESH:D002769	EFO_0004799
258880701	MESH:D053565	
258881301	MESH:D001890	EFO_0007178
258883401	MESH:D013031	EFO_0007488
258884901	MESH:D056486	EFO_0004228
258886801	OMIM:167870,MESH:D016584	EFO_0004262
258888401	MESH:D000377	EFO_0007136
258893901	MESH:C537743,OMIM:258100	Orphanet_75382
258897201	MESH:C535973	
258900101	MESH:C537841,OMIM:250800	Orphanet_621,Orphanet_139373,Orphanet_139380
258901301	MESH:D018888	EFO_0009053
258904601	MESH:D010182	EFO_0009605
258914001	MESH:C562737	
258916801	MESH:D012893	MONDO_0003406
258922401	MESH:D007088	
258923101	MESH:C536551	Orphanet_3351
258925301	MESH:D000648	
258925401	MESH:D006967	EFO_0003785
258934201	MESH:C536140	
258945701	MESH:D002277	EFO_0000313
258950401	MESH:D001037	
258956901	MESH:D003193	
258963401	MESH:D017445	MONDO_0019293
258964501	MESH:D014826	
258965701	MESH:D013529	
258966401	MESH:D020818	EFO_0007394
258966801	MESH:D006402	EFO_0005803
258972101	MESH:D050197,OMIM:108725	EFO_0003914
258981101	MESH:D006472	
258986101	MESH:C535526	
258987801	MESH:D011618	
258991901	MESH:D004195	
258993401	MESH:D011605	EFO_1000902
258995001	MESH:D011542	
259000901	MESH:D001855	MONDO_0003225
259005701	MESH:D010304	EFO_0007421
259007001	MESH:D010591	
259014601	MESH:C535636	
259018401	MESH:C535469	
259027301	MESH:D009265	
259038101	MESH:D003117	
259039001	MESH:C537516,OMIM:601200	EFO_0009052
259050701	MESH:D012569	MONDO_0001087
259051301	OMIM:607499,MESH:D052018	EFO_0005204
259054001	MESH:D016459	
259054301	MESH:D020261	
259057401	MESH:D009794	
259064401	MESH:C535392	Orphanet_85175
259076101	MESH:D016773	EFO_0005046
259079601	MESH:D011644	EFO_0009683
259081501	MESH:D001039	
259082001	MESH:D021081	
259082901	OMIM:118700,MESH:D002819	Orphanet_1429,Orphanet_1431,EFO_0004152
259093501	MESH:C535509	
259094401	MESH:D009155	
259096501	MESH:D006998	
259098101	MESH:D005667	
259099601	MESH:D002357	EFO_0005802
259103301	MESH:D008659	EFO_0000589
259106201	MESH:D004313	EFO_0007240
259107401	MESH:D001308	
259108001	MESH:D012598	
259111201	MESH:D002007	
259113701	MESH:D003117	
259113901	MESH:C536502	Orphanet_9
259119901	MESH:C537098	Orphanet_1293
259120301	MESH:C563233	Orphanet_2585
259120501	MESH:D000275	MONDO_0003265
259121501	OMIM:109730	Orphanet_402075,EFO_0000266
259123401	MESH:D012729	
259126301	MESH:C537877	
259127501	MESH:D020435	
259128001	MESH:D019958	
259128201	MESH:D012164	EFO_0003839
259129301	MESH:D006101	EFO_1000950
259132001	MESH:D019966	MONDO_0002494
259154301	MESH:D014826	
259154501	MESH:D007575	
259156901	MESH:D012005	
259165901	MESH:C531762	
259169601	MESH:C536385	Orphanet_1807,Orphanet_79133
259178201	MESH:C536394,OMIM:231100	Orphanet_446
259180101	MESH:D046088	
259189101	MESH:D012185	
259193501	MESH:D010468	MONDO_0024417
259195801	MESH:D011618	
259198801	MESH:D001766	MONDO_0001941
259203301	MESH:C536580	
259220001	MESH:D012166	
259222301	MESH:D003147	MONDO_0002182
259224801	MESH:D020828	EFO_1001131
259231301	MESH:C562408	MONDO_0017985
259235701	OMIM:222900,MESH:C538139	Orphanet_35122
259238501	MESH:C537221,OMIM:600145	Orphanet_3027,Orphanet_1768,Orphanet_3169
259240801	OMIM:219500,MESH:C535408	Orphanet_212
259241701	MESH:C536553	
259248601	MESH:D016183	
259249501	MESH:D013540	
259254201	MESH:C537922	
259268701	MESH:D006876	
259268901	MESH:D010195	EFO_0000278
259271101	MESH:D006980	EFO_0009189
259273701	MESH:D049309	MONDO_0002093
259278401	MESH:D020268	
259279101	MESH:D000377	EFO_0007136
259279901	MESH:C536799	
259280201	MESH:D001037	
259281201	MESH:C538595	Orphanet_3169
259281601	MESH:D010123	
259285701	MESH:D002375	
259287601	MESH:D011694	EFO_1000972
259288001	MESH:C536750,OMIM:278250	Orphanet_2834,Orphanet_90350,Orphanet_357058
259289301	MESH:C537979,OMIM:613108	Orphanet_1334
259296201	MESH:D019575	
259297301	MESH:D004409	EFO_1000904
259312601	MESH:D005311	
259320201	MESH:D001282	EFO_0003911
259331501	MESH:D017441	
259343201	MESH:C535456,OMIM:259680	
259348101	MESH:D050489	
259354101	MESH:D002590	MONDO_0042488
259358301	MESH:D004818	
259360401	MESH:D013801	EFO_0007506
259362301	MESH:C537622,OMIM:612736	Orphanet_382
259365801	MESH:D009382	
259367001	MESH:D050072	
259367301	MESH:C537417	Orphanet_132
259374001	OMIM:104290,MESH:C536589	Orphanet_2131
259374501	MESH:D001912	EFO_0007181
259374801	OMIM:224050,MESH:C535731	Orphanet_1766
259376401	MESH:D020146	
259383101	MESH:D020195	EFO_1001146
259384001	MESH:D005928	EFO_1000951
259385901	MESH:D007241	
259387301	MESH:C536202	
259388201	MESH:C537412	Orphanet_498
259390301	MESH:D007816	
259393301	MESH:C535299	
259393701	MESH:C535782	Orphanet_1855
259395101	OMIM:257550,MESH:C537423	Orphanet_1125
259396201	OMIM:607834,MESH:D001008	EFO_0006788
259396601	MESH:D008531	
259404601	MESH:D009750	MONDO_0024297
259406401	MESH:D017043	EFO_0007363
259410601	MESH:D015828	MONDO_0020950
259417101	MESH:D020886	
259420101	MESH:D010698	EFO_1001908
259420501	MESH:D008607	
259422201	MESH:C562492	
259422601	MESH:D012897	
259431101	MESH:D012607	
259432701	MESH:D016757	
259434201	MESH:D011695	EFO_1000965
259435901	OMIM:193670,MESH:C536697	Orphanet_51636
259439701	MESH:D018458	
259440601	MESH:D012120	
259444801	MESH:D002270	
259450101	MESH:D010842	
259456901	MESH:C562670	
259461801	MESH:D013615	
259462001	MESH:D000208	MONDO_0020683
259462801	MESH:D009521	EFO_0007395
259464501	MESH:D020265	
259466401	OMIM:602082,MESH:C535942	Orphanet_98960
259467201	MESH:D020240	EFO_1000980
259468501	MESH:D008202	MONDO_0002013
259469701	MESH:D006332	
259472201	OMIM:231070,MESH:C537799	Orphanet_2078
259473101	MESH:D003147	MONDO_0002182
259479401	MESH:C537306	
259481401	MESH:D002277	EFO_0000313
259482501	MESH:D050815	
259486801	MESH:D060085	
259493901	MESH:D020820	
259495301	MESH:D000647	
259495601	MESH:D008289	
259499701	MESH:C535669	
259500201	MESH:D004834	
259501701	MESH:D013742	EFO_0005593
259502801	MESH:D001161	MONDO_0002277
259504701	MESH:D006058	MONDO_0002259
259508501	MESH:D013345	EFO_0000713
259511401	MESH:D000381	
259515301	MESH:C536210,OMIM:214700	Orphanet_53689
259516801	MESH:D013575	
259523301	MESH:D010468	MONDO_0024417
259523901	MESH:C536977	
259528501	OMIM:500004,MESH:D052245	Orphanet_231183,Orphanet_886
259531501	MESH:D024182	
259532601	MESH:D011249	
259537401	MESH:D020805	MONDO_0024318
259538101	MESH:D016643	
259541201	MESH:D004011	EFO_0007234
259542101	MESH:D010900	EFO_0009607
259551201	MESH:D011602	
259555301	MESH:D006725	EFO_0007145
259563501	MESH:D019966	MONDO_0002494
259570601	MESH:D008551	
259573401	MESH:D011557	EFO_0007457
259574801	MESH:C538420	
259575201	MESH:D001716	EFO_0007170
259576001	MESH:D002494	EFO_1001456
259585201	MESH:D000550	
259589901	MESH:D008569	
259591901	MESH:D004701	MONDO_0021069
259598201	MESH:D003117	
259610601	MESH:D006525	EFO_0004196
259611001	MESH:D002613	MONDO_0002102
259616701	MESH:D059445	
259623601	MESH:D007905	EFO_0009674
259626301	MESH:D017890	
259629201	OMIM:148210,MESH:C536168	Orphanet_477
259634001	MESH:D000453	EFO_0007139
259641601	MESH:D017192	MONDO_0024295
259642901	MESH:D005667	
259644201	MESH:D057885	Orphanet_3376
259645501	MESH:D014592	
259648201	MESH:D015769	
259648701	MESH:D004605	EFO_0007272
259651301	MESH:D009894	
259653501	MESH:D017206	EFO_0007500
259661001	MESH:D006083	
259661301	MESH:C535786	Orphanet_93357
259667801	MESH:D014782	
259678601	MESH:D020237	
259680501	MESH:D007153	MONDO_0003778
259686301	MESH:C536477	Orphanet_2970
259688201	MESH:D002908	
259689401	MESH:D007859	MONDO_0004681
259691301	MESH:C537957	
259692701	MESH:D014518	EFO_1001227
259695201	MESH:D001922	
259706901	MESH:D007446	
259719001	MESH:C537290	Orphanet_2095
259726501	MESH:D013575	
259733301	MESH:D006552	
259737801	MESH:D001926	
259741501	MESH:D017227	EFO_0007515
259742201	MESH:D012848	
259743001	MESH:D008336	
259743201	OMIM:264600,MESH:C535830	Orphanet_753
259743801	MESH:D019462	
259745601	MESH:D011183	
259748601	MESH:C538230	MONDO_0021659
259749701	MESH:D015814	
259753201	MESH:D010608	
259755201	MESH:D018589	EFO_1000948
259758501	MESH:D019588	Orphanet_79389
259763201	MESH:D014235	
259763901	MESH:D014565	EFO_0003863
259766001	MESH:D004827	EFO_0000474
259770301	MESH:D005715	EFO_1001926
259780701	MESH:D003866	MONDO_0002050
259785501	MESH:D051556	
259786501	MESH:D010319	
259788401	MESH:D001002	EFO_0009530
259794201	OMIM:148370,MESH:C536155	Orphanet_50943
259796101	MESH:C536021	
259796901	MESH:D014786	MONDO_0021084
259799501	MESH:C536209,OMIM:209880	Orphanet_99803,Orphanet_661
259804301	MESH:D005327	
259808601	MESH:D006373	EFO_1001342
259810801	MESH:D008569	
259811301	MESH:D002658	EFO_0003852
259816701	MESH:D007565	
259819101	MESH:C538241	
259820701	MESH:C536553	
259824701	MESH:D000377	EFO_0007136
259827701	MESH:D018876	
259830401	MESH:D009133	
259843501	MESH:D011230	MONDO_0021074
259845001	MESH:D006965	EFO_0000536
259859701	MESH:D013733	EFO_0009601
259861101	MESH:D014252	EFO_0007522
259863901	OMIM:267500,MESH:C538361	Orphanet_33355
259864301	MESH:D001072	MONDO_0000665
259873001	MESH:D007567	EFO_1000739
259878001	MESH:D059407	EFO_1001824
259884001	MESH:D001778	EFO_0009314
259887001	MESH:D015047	MONDO_0025481
259890201	MESH:C536774	MONDO_0004497
259891901	MESH:C535758	Orphanet_60041
259896801	MESH:D010018	
259897001	MESH:D020347	
259906201	MESH:D011185	
259909901	MESH:D008595	
259913301	MESH:D001248	
259920501	MESH:D020262	
259921601	MESH:C538442	
259922901	MESH:D002388	
259926201	MESH:C537234	
259927801	MESH:D006104	MONDO_0015798
259929401	MESH:D055154	
259931301	MESH:D001327,OMIM:109100	EFO_0005809,EFO_0000540
259934901	MESH:D007412	
259935901	MESH:D004213	MONDO_0001160
259937101	MESH:D006468	EFO_1000963
259940101	MESH:D020238	
259945101	MESH:D006955	
259955101	MESH:C536954	
259955201	OMIM:608631,MESH:D020817	EFO_0003757
259956601	MESH:C535892	
259963401	MESH:D046748	
259968601	MESH:D012183	
259969201	MESH:D006188	EFO_0007293
259974801	MESH:C536571	
259977201	MESH:D002590	MONDO_0042488
259980601	MESH:D015423	MONDO_0001718
259984601	MESH:D012422	
259987501	OMIM:203750,MESH:C535434	Orphanet_134
259998701	MESH:D006547	
260002801	OMIM:272120,MESH:D013398	EFO_0005303
260007901	OMIM:130020,MESH:C536196	Orphanet_285
260011401	MESH:D012130	
260013901	MESH:C536414,OMIM:259900	Orphanet_93598,Orphanet_416
260014801	OMIM:105580,MESH:C563020	
260023201	MESH:D019964	EFO_0004247
260026801	MESH:D058968	
260030601	MESH:D010995	MONDO_0002037
260033101	MESH:D020264	
260033701	MESH:D014826	
260038801	MESH:D004692	
260047901	MESH:C537904	Orphanet_139507
260056701	MESH:D014826	
260067601	MESH:C536494,OMIM:155720	EFO_1000616,MONDO_0007966
260068301	MESH:D002812	MONDO_0002360
260071901	OMIM:144150,MESH:C538377	Orphanet_409
260076101	MESH:D018365	
260079301	MESH:D012559,OMIM:181500	EFO_0000692
260082501	MESH:C536436	Orphanet_1465
260083701	MESH:C537580,OMIM:266900	Orphanet_3156
260088701	MESH:D008478	
260090701	MESH:C535818	
260093001	MESH:D001768	
260095101	MESH:D004415	EFO_0008533
260095501	MESH:C571911	
260101301	MESH:D002869	Orphanet_68335
260104301	MESH:D001630	
260104801	MESH:D017190	
260108901	MESH:D002371	
260114701	MESH:D014412	
260117501	MESH:D013610	
260118101	MESH:D020818	EFO_0007394
260122001	MESH:D009901	MONDO_0002135
260126101	MESH:D008587	EFO_1001236
260127401	MESH:D011185	
260128601	MESH:D010039	
260130701	MESH:D016609	
260131301	MESH:D006312	
260132101	MESH:D009798	EFO_1001069
260136501	MESH:D013986	
260140701	MESH:D019958	
260143401	MESH:D004200	
260145001	MESH:D011596	
260148401	MESH:D020300	EFO_0000551
260149801	MESH:C536965,OMIM:162500	Orphanet_640
260152801	MESH:D010262	
260159901	MESH:D000377	EFO_0007136
260160501	MESH:D014124	
260166601	MESH:D006552	
260170001	MESH:D003444	
260170701	MESH:D008174	
260172101	MESH:D001714	EFO_0000289
260173301	MESH:D005316	
260174801	MESH:D011681	
260176301	MESH:C538179	Orphanet_950
260176601	MESH:C536693	
260181401	MESH:D015835	
260182701	MESH:D009140	EFO_0009676
260197201	MESH:D001342	EFO_0009532
260199501	MESH:D012569	MONDO_0001087
260202601	MESH:D006967	EFO_0003785
260204201	MESH:D004660	MONDO_0019956
260212501	MESH:D001766	MONDO_0001941
260214301	MESH:D013921	
260218901	MESH:D015047	MONDO_0025481
260230601	MESH:C536156	
260232601	MESH:D002471	
260236401	MESH:D009503	MONDO_0001475
260237401	MESH:D012640	
260239001	MESH:D004753	
260239401	MESH:D007953	
260240701	MESH:C536637,OMIM:269250	Orphanet_3144
260240901	MESH:D004172	
260241101	MESH:D050380	
260246401	MESH:D003865,OMIM:608516	EFO_0003761,MONDO_0002009
260251801	MESH:D009181	MONDO_0002041
260256601	MESH:D001037	
260259601	MESH:C538020	Orphanet_1752
260260101	MESH:C536252	Orphanet_3005
260262301	MESH:D007383	EFO_0003876
260263301	MESH:D019965	EFO_1001457
260264301	MESH:D005262	
260265101	OMIM:225410,MESH:C567527	Orphanet_1901
260271301	MESH:D000820	EFO_0005932
260274501	MESH:D001168	EFO_0005856
260275601	MESH:D002312	EFO_0000538
260290601	MESH:D008599	
260293201	MESH:D042822	
260300901	OMIM:605419,MESH:D012560	
260301601	MESH:D012376	
260302501	MESH:D011507	
260303301	MESH:D017194	
260310701	MESH:C536858,OMIM:275900	Orphanet_101000
260318001	MESH:D005586	
260322001	MESH:D017253	EFO_0008514
260322701	MESH:C535843	
260324701	MESH:D001342	EFO_0009532
260328601	MESH:C537942	
260328701	MESH:D001308	
260331101	MESH:D014008	EFO_0007512
260334001	MESH:D009378	
260334901	MESH:C536136	
260336501	MESH:D017574	
260337101	MESH:D020435	
260338501	MESH:D013611	
260347201	MESH:D005236	
260356601	MESH:D030243	
260357101	OMIM:300321,MESH:C537923	
260362401	MESH:D009784	
260362701	OMIM:108720,MESH:C535396	Orphanet_1190
260365101	MESH:D002493	EFO_0009386
260366601	MESH:D015785	
260366901	MESH:C535921	
260372001	MESH:D014869	
260377301	MESH:C535484	
260380801	MESH:C537849,OMIM:310600	Orphanet_649
260384801	OMIM:229100,MESH:C537425	Orphanet_51208
260387801	MESH:C538225,OMIM:100300	Orphanet_974
260394301	MESH:D020922	
260394701	MESH:D009376	
260396301	MESH:D008166	EFO_0007349
260396601	MESH:D009889	EFO_0007404
260397901	MESH:C537180	
260399801	OMIM:274600,MESH:C536648	Orphanet_705
260400101	MESH:D004935	EFO_0009544
